"Gene_Symbol"	"METHY_BRCA_BETA"	"METHY_BRCA_"	"METHY_BRCA_START"	"METHY_BRCA_END"	"METHY_GBM_BETA"	"METHY_GBM_"	"METHY_GBM_START"	"METHY_GBM_END"	"METHY_OV_BETA"	"METHY_OV_"	"METHY_OV_START"	"METHY_OV_END"	"METHY_LUAD_BETA"	"METHY_LUAD_"	"METHY_LUAD_START"	"METHY_LUAD_END"	"METHY_UCEC_BETA"	"METHY_UCEC_"	"METHY_UCEC_START"	"METHY_UCEC_END"	"METHY_KIRC_BETA"	"METHY_KIRC_"	"METHY_KIRC_START"	"METHY_KIRC_END"	"METHY_LUSC_BETA"	"METHY_LUSC_"	"METHY_LUSC_START"	"METHY_LUSC_END"	"METHY_COAD_BETA"	"METHY_COAD_"	"METHY_COAD_START"	"METHY_COAD_END"	"METHY_STAD_BETA"	"METHY_STAD_"	"METHY_STAD_START"	"METHY_STAD_END"	"METHY_KIRP_BETA"	"METHY_KIRP_"	"METHY_KIRP_START"	"METHY_KIRP_END"	"METHY_LAML_BETA"	"METHY_LAML_"	"METHY_LAML_START"	"METHY_LAML_END"	"METHY_READ_BETA"	"METHY_READ_"	"METHY_READ_START"	"METHY_READ_END"
"PA2G4"	"0.0239637514531292"	"12"	"56103975"	"56103976"	"0.0408951336797653"	"12"	"56103975"	"56103976"	"0.017614935948275"	"12"	"56103975"	"56103976"	"0.0237927683988803"	"12"	"56103975"	"56103976"	"0.0235790770287241"	"12"	"56103975"	"56103976"	"0.020769756881672"	"12"	"56103975"	"56103976"	"0.0219466697953244"	"12"	"56103975"	"56103976"	"0.0211388216282987"	"12"	"56103975"	"56103976"	"0.0249401718259874"	"12"	"56103975"	"56103976"	"0.0339267414871577"	"12"	"56103975"	"56103976"	"0.0241082517789079"	"12"	"56103975"	"56103976"	"0.0192533289942545"	"12"	"56103975"	"56103976"
"WDR5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"PARP1"	"0.0119045336130629"	"1"	"226407875"	"226407876"	"0.0188334666827407"	"1"	"226407875"	"226407876"	"0.00791649913415522"	"1"	"226407875"	"226407876"	"0.0139748039306134"	"1"	"226407875"	"226407876"	"0.0178672320522772"	"1"	"226407875"	"226407876"	"0.0161278759514859"	"1"	"226407875"	"226407876"	"0.0118346516952698"	"1"	"226407875"	"226407876"	"0.00946593072838572"	"1"	"226407875"	"226407876"	"0.0257528240109555"	"1"	"226407875"	"226407876"	"0.0196088491407406"	"1"	"226407875"	"226407876"	"0.0147304388528591"	"1"	"226407875"	"226407876"	"0.00943276242110582"	"1"	"226407875"	"226407876"
"BIRC7"	"0.934892600408364"	"20"	"63236181"	"63236182"	"0.94465284346801"	"20"	"63236181"	"63236182"	"0.959644326987288"	"20"	"63236181"	"63236182"	"0.762182469637098"	"20"	"63236181"	"63236182"	"0.911759237504684"	"20"	"63236181"	"63236182"	"0.927382104190497"	"20"	"63236181"	"63236182"	"0.915558502991184"	"20"	"63236181"	"63236182"	"0.936886756104164"	"20"	"63236181"	"63236182"	"0.91853992322399"	"20"	"63236181"	"63236182"	"0.940138921680347"	"20"	"63236181"	"63236182"	"0.9134202391634"	"20"	"63236181"	"63236182"	"0.912742701388118"	"20"	"63236181"	"63236182"
"TNFRSF10B"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"PIDD1"	"0.0204637226637651"	"11"	"804954"	"804955"	"0.0342183232850501"	"11"	"804954"	"804955"	"0.00955338621730918"	"11"	"804954"	"804955"	"0.0157555060906944"	"11"	"804954"	"804955"	"0.0216652736650363"	"11"	"804954"	"804955"	"0.0177438005487991"	"11"	"804954"	"804955"	"0.0157650539838045"	"11"	"804954"	"804955"	"0.011981332809324"	"11"	"804954"	"804955"	"0.0288355827689812"	"11"	"804954"	"804955"	"0.0244451788594007"	"11"	"804954"	"804955"	"0.0201020771150899"	"11"	"804954"	"804955"	"0.0207755916583955"	"11"	"804954"	"804955"
"E2F3"	"0.022543945250281"	"6"	"20401492"	"20401493"	"0.052303673379967"	"6"	"20401492"	"20401493"	"0.0178225330055135"	"6"	"20401492"	"20401493"	"0.0179796340045628"	"6"	"20401492"	"20401493"	"0.0178868623757399"	"6"	"20401492"	"20401493"	"0.0211104885390805"	"6"	"20401492"	"20401493"	"0.0209431466878089"	"6"	"20401492"	"20401493"	"0.0176564378289411"	"6"	"20401492"	"20401493"	"0.0207638172400225"	"6"	"20401492"	"20401493"	"0.0213814129590654"	"6"	"20401492"	"20401493"	"0.0224495328821636"	"6"	"20401492"	"20401493"	"0.0178549662440374"	"6"	"20401492"	"20401493"
"CYBB"	"0.665994235200521"	"23"	"37780369"	"37780370"	"0.55096120750737"	"23"	"37780369"	"37780370"	"0.489517241663221"	"23"	"37780369"	"37780370"	"0.65036099105095"	"23"	"37780369"	"37780370"	"0.509468175624618"	"23"	"37780369"	"37780370"	"0.475912090217758"	"23"	"37780369"	"37780370"	"0.568561401353986"	"23"	"37780369"	"37780370"	"0.66639508778252"	"23"	"37780369"	"37780370"	"0.58274245186771"	"23"	"37780369"	"37780370"	"0.56314261177881"	"23"	"37780369"	"37780370"	"0.609314255982782"	"23"	"37780369"	"37780370"	"0.492742836393849"	"23"	"37780369"	"37780370"
"DNMT1"	"0.0125828629482892"	"19"	"10230908"	"10230909"	"0.0482292821555718"	"19"	"10230908"	"10230909"	"0.00526331018720019"	"19"	"10230908"	"10230909"	"0.0273831059154678"	"19"	"10230908"	"10230909"	"0.0137588463914129"	"19"	"10230908"	"10230909"	"0.0116145456683465"	"19"	"10230908"	"10230909"	"0.0119597796972417"	"19"	"10230908"	"10230909"	"0.0097019823322927"	"19"	"10230908"	"10230909"	"0.0188041556146561"	"19"	"10230908"	"10230909"	"0.0176997694067383"	"19"	"10230908"	"10230909"	"0.0109092986300023"	"19"	"10230908"	"10230909"	"0.0102369835616801"	"19"	"10230908"	"10230909"
"RAP1B"	"0.00749205247334363"	"12"	"68610890"	"68610891"	"0.00911949242035524"	"12"	"68610890"	"68610891"	"0.00331897523390866"	"12"	"68610890"	"68610891"	"0.00715383063647571"	"12"	"68610890"	"68610891"	"0.00966979560555817"	"12"	"68610890"	"68610891"	"0.00865198644520571"	"12"	"68610890"	"68610891"	"0.0065857188177912"	"12"	"68610890"	"68610891"	"0.00838095550470054"	"12"	"68610890"	"68610891"	"0.0116452027477145"	"12"	"68610890"	"68610891"	"0.0099296072218985"	"12"	"68610890"	"68610891"	"0.0079338533573374"	"12"	"68610890"	"68610891"	"0.00735396394037319"	"12"	"68610890"	"68610891"
"HSPA5"	"0.0208581434814395"	"9"	"125241573"	"125241574"	"0.0202265067537537"	"9"	"125241573"	"125241574"	"0.0119636437338226"	"9"	"125241573"	"125241574"	"0.0195392074609737"	"9"	"125241573"	"125241574"	"0.0134603386006685"	"9"	"125241573"	"125241574"	"0.0155720404717876"	"9"	"125241573"	"125241574"	"0.0185636865752264"	"9"	"125241573"	"125241574"	"0.0137722147857983"	"9"	"125241573"	"125241574"	"0.0266347775427395"	"9"	"125241573"	"125241574"	"0.012781750109948"	"9"	"125241573"	"125241574"	"0.0172592028081698"	"9"	"125241573"	"125241574"	"0.0113336173973497"	"9"	"125241573"	"125241574"
"IDH1"	"0.0114300752350456"	"2"	"208265976"	"208265977"	"0.0176239782391333"	"2"	"208265976"	"208265977"	"0.00936902149838331"	"2"	"208265976"	"208265977"	"0.0110872352468699"	"2"	"208265976"	"208265977"	"0.0110679852437725"	"2"	"208265976"	"208265977"	"0.0106311054909385"	"2"	"208265976"	"208265977"	"0.0142399021269484"	"2"	"208265976"	"208265977"	"0.0115283083817747"	"2"	"208265976"	"208265977"	"0.0138836489120858"	"2"	"208265976"	"208265977"	"0.0126764331739136"	"2"	"208265976"	"208265977"	"0.0111408348727986"	"2"	"208265976"	"208265977"	"0.00990115154480149"	"2"	"208265976"	"208265977"
"PKM"	"0.0344262559995194"	"15"	"72231175"	"72231176"	"0.0601619703281891"	"15"	"72231175"	"72231176"	"0.0400908305817722"	"15"	"72231175"	"72231176"	"0.0539393698113631"	"15"	"72231175"	"72231176"	"0.0751520731604245"	"15"	"72231175"	"72231176"	"0.0485934981990939"	"15"	"72231175"	"72231176"	"0.0427133539487603"	"15"	"72231175"	"72231176"	"0.0402306936000791"	"15"	"72231175"	"72231176"	"0.0771102254576061"	"15"	"72231175"	"72231176"	"0.0570360676762804"	"15"	"72231175"	"72231176"	"0.0520142290987598"	"15"	"72231175"	"72231176"	"0.0580751045212689"	"15"	"72231175"	"72231176"
"FOXO1"	"0.00848910032620978"	"13"	"40666379"	"40666380"	"0.0177440128398063"	"13"	"40666379"	"40666380"	"0.0072060851680808"	"13"	"40666379"	"40666380"	"0.0085026819216872"	"13"	"40666379"	"40666380"	"0.0101595990377914"	"13"	"40666379"	"40666380"	"0.0100688133301246"	"13"	"40666379"	"40666380"	"0.0117894641796423"	"13"	"40666379"	"40666380"	"0.00739755778345496"	"13"	"40666379"	"40666380"	"0.0130459262385727"	"13"	"40666379"	"40666380"	"0.0091280783624933"	"13"	"40666379"	"40666380"	"0.0085567037812606"	"13"	"40666379"	"40666380"	"0.00705831635775087"	"13"	"40666379"	"40666380"
"NPR3"	"0.0288160388504496"	"5"	"32712131"	"32712132"	"0.51377741756267"	"5"	"32712131"	"32712132"	"0.107018874934668"	"5"	"32712131"	"32712132"	"0.11482840193269"	"5"	"32712131"	"32712132"	"0.163910590819365"	"5"	"32712131"	"32712132"	"0.0230337146510252"	"5"	"32712131"	"32712132"	"0.190163410785672"	"5"	"32712131"	"32712132"	"0.552380804035085"	"5"	"32712131"	"32712132"	"0.496552441899421"	"5"	"32712131"	"32712132"	"0.0415757735008205"	"5"	"32712131"	"32712132"	"0.085882928838481"	"5"	"32712131"	"32712132"	"0.711750740855816"	"5"	"32712131"	"32712132"
"ALPL"	"0.616097035276156"	"1"	"21509645"	"21509646"	"0.0561269098813975"	"1"	"21509645"	"21509646"	"0.00705943825759059"	"1"	"21509645"	"21509646"	"0.683822954923131"	"1"	"21509645"	"21509646"	"0.0494574103640725"	"1"	"21509645"	"21509646"	"0.0168691847769555"	"1"	"21509645"	"21509646"	"0.0615393667804861"	"1"	"21509645"	"21509646"	"0.728026998499097"	"1"	"21509645"	"21509646"	"0.687787655947745"	"1"	"21509645"	"21509646"	"0.34349180902526"	"1"	"21509645"	"21509646"	"0.030543230011124"	"1"	"21509645"	"21509646"	"0.69382592821358"	"1"	"21509645"	"21509646"
"RBM4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"FGFR1"	"0.667960615485002"	"8"	"38469212"	"38469213"	"0.820391902377384"	"8"	"38469212"	"38469213"	"0.843850944994954"	"8"	"38469212"	"38469213"	"0.769926286319652"	"8"	"38469212"	"38469213"	"0.762068364693645"	"8"	"38469212"	"38469213"	"0.851517108321645"	"8"	"38469212"	"38469213"	"0.788194139226995"	"8"	"38469212"	"38469213"	"0.67922506800954"	"8"	"38469212"	"38469213"	"0.66203912636188"	"8"	"38469212"	"38469213"	"0.801613576140767"	"8"	"38469212"	"38469213"	"0.860760559573321"	"8"	"38469212"	"38469213"	"0.870828716878075"	"8"	"38469212"	"38469213"
"ATF1"	"0.121913670669951"	"12"	"50764171"	"50764172"	"0.0898630503059121"	"12"	"50764171"	"50764172"	"0.106909607482192"	"12"	"50764171"	"50764172"	"0.397566438691355"	"12"	"50764171"	"50764172"	"0.195155654062866"	"12"	"50764171"	"50764172"	"0.203908809700217"	"12"	"50764171"	"50764172"	"0.0932592828499293"	"12"	"50764171"	"50764172"	"0.105641175193315"	"12"	"50764171"	"50764172"	"0.18955737583571"	"12"	"50764171"	"50764172"	"0.275781949111655"	"12"	"50764171"	"50764172"	"0.137825322430735"	"12"	"50764171"	"50764172"	"0.107780066419038"	"12"	"50764171"	"50764172"
"DNMT3B"	"0.0119502486768715"	"20"	"32762588"	"32762589"	"0.0181038349562928"	"20"	"32762588"	"32762589"	"0.00782092974035548"	"20"	"32762588"	"32762589"	"0.025051706434638"	"20"	"32762588"	"32762589"	"0.0338328353590005"	"20"	"32762588"	"32762589"	"0.0242653511565451"	"20"	"32762588"	"32762589"	"0.0119626055726823"	"20"	"32762588"	"32762589"	"0.0141430157302517"	"20"	"32762588"	"32762589"	"0.0242062833919633"	"20"	"32762588"	"32762589"	"0.0368310013329925"	"20"	"32762588"	"32762589"	"0.0141388817413987"	"20"	"32762588"	"32762589"	"0.0261186298470035"	"20"	"32762588"	"32762589"
"DUSP5"	"0.0355440104058869"	"10"	"110498636"	"110498637"	"0.063145098389703"	"10"	"110498636"	"110498637"	"0.111362695473953"	"10"	"110498636"	"110498637"	"0.118024618688693"	"10"	"110498636"	"110498637"	"0.565390929175028"	"10"	"110498636"	"110498637"	"0.456017338971682"	"10"	"110498636"	"110498637"	"0.0273487875127161"	"10"	"110498636"	"110498637"	"0.0600957863355641"	"10"	"110498636"	"110498637"	"0.502850150138787"	"10"	"110498636"	"110498637"	"0.0636516707252516"	"10"	"110498636"	"110498637"	"0.035834439708715"	"10"	"110498636"	"110498637"	"0.213192314260845"	"10"	"110498636"	"110498637"
"ILF3"	"0.0118184320141731"	"19"	"10654052"	"10654053"	"0.0302145068921257"	"19"	"10654052"	"10654053"	"0.00639665072901138"	"19"	"10654052"	"10654053"	"0.0230547309215436"	"19"	"10654052"	"10654053"	"0.0124012128791402"	"19"	"10654052"	"10654053"	"0.0114734216248524"	"19"	"10654052"	"10654053"	"0.0119602017209422"	"19"	"10654052"	"10654053"	"0.00832643288732538"	"19"	"10654052"	"10654053"	"0.0140180993888511"	"19"	"10654052"	"10654053"	"0.011470990599856"	"19"	"10654052"	"10654053"	"0.0164696066973593"	"19"	"10654052"	"10654053"	"0.00824253585329136"	"19"	"10654052"	"10654053"
"PDCD4"	"0.0145649912414255"	"10"	"110872034"	"110872035"	"0.0218824988949346"	"10"	"110872034"	"110872035"	"0.00631817218561002"	"10"	"110872034"	"110872035"	"0.0109082261143825"	"10"	"110872034"	"110872035"	"0.0121537137658648"	"10"	"110872034"	"110872035"	"0.00795755466408621"	"10"	"110872034"	"110872035"	"0.0144346836929263"	"10"	"110872034"	"110872035"	"0.00851798098537758"	"10"	"110872034"	"110872035"	"0.00819990750927342"	"10"	"110872034"	"110872035"	"0.0111310020586602"	"10"	"110872034"	"110872035"	"0.00962200736967417"	"10"	"110872034"	"110872035"	"0.00724542499510064"	"10"	"110872034"	"110872035"
"ABCC2"	"0.216627387341117"	"10"	"99782692"	"99782693"	"0.868339043105733"	"10"	"99782692"	"99782693"	"0.884067396588152"	"10"	"99782692"	"99782693"	"0.577489548680331"	"10"	"99782692"	"99782693"	"0.251140526996574"	"10"	"99782692"	"99782693"	"0.129716173041155"	"10"	"99782692"	"99782693"	"0.829515511634953"	"10"	"99782692"	"99782693"	"0.213242576504603"	"10"	"99782692"	"99782693"	"0.609192920607057"	"10"	"99782692"	"99782693"	"0.179403948106165"	"10"	"99782692"	"99782693"	"0.921995776727707"	"10"	"99782692"	"99782693"	"0.151751705009525"	"10"	"99782692"	"99782693"
"PLEKHO1"	"0.0310095067828946"	"1"	"150150464"	"150150465"	"0.0336681526143498"	"1"	"150150464"	"150150465"	"0.0144091148869319"	"1"	"150150464"	"150150465"	"0.0823749010795466"	"1"	"150150464"	"150150465"	"0.0802801196504851"	"1"	"150150464"	"150150465"	"0.0554234055654322"	"1"	"150150464"	"150150465"	"0.0241054944556774"	"1"	"150150464"	"150150465"	"0.0316182677609686"	"1"	"150150464"	"150150465"	"0.129638603966628"	"1"	"150150464"	"150150465"	"0.267659825441244"	"1"	"150150464"	"150150465"	"0.0605344405029539"	"1"	"150150464"	"150150465"	"0.138478534928015"	"1"	"150150464"	"150150465"
"SPP1"	"0.0542292480785976"	"4"	"87975790"	"87975791"	"0.238702371653811"	"4"	"87975790"	"87975791"	"0.0701219097421776"	"4"	"87975790"	"87975791"	"0.335632222895262"	"4"	"87975790"	"87975791"	"0.0701163873813031"	"4"	"87975790"	"87975791"	"0.051321730198179"	"4"	"87975790"	"87975791"	"0.0792009846491974"	"4"	"87975790"	"87975791"	"0.0673645144969186"	"4"	"87975790"	"87975791"	"0.159716751132587"	"4"	"87975790"	"87975791"	"0.0602665654753579"	"4"	"87975790"	"87975791"	"0.0314507974883496"	"4"	"87975790"	"87975791"	"0.0735775583152487"	"4"	"87975790"	"87975791"
"EPB41L3"	"0.0932379223121323"	"18"	"5543802"	"5543803"	"0.0255462091070292"	"18"	"5543802"	"5543803"	"0.51504542032602"	"18"	"5543802"	"5543803"	"0.460681174383897"	"18"	"5543802"	"5543803"	"0.70532807752619"	"18"	"5543802"	"5543803"	"0.727159059221127"	"18"	"5543802"	"5543803"	"0.519920447283913"	"18"	"5543802"	"5543803"	"0.661648258713025"	"18"	"5543802"	"5543803"	"0.621088901109583"	"18"	"5543802"	"5543803"	"0.0791895188413392"	"18"	"5543802"	"5543803"	"0.111721524361886"	"18"	"5543802"	"5543803"	"0.767284347351631"	"18"	"5543802"	"5543803"
"CCAR2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"ACE2"	"0.405249302826979"	"23"	"15602117"	"15602118"	"0.730170337074935"	"23"	"15602117"	"15602118"	"0.643405475513306"	"23"	"15602117"	"15602118"	"0.556697405684285"	"23"	"15602117"	"15602118"	"0.617823460072465"	"23"	"15602117"	"15602118"	"0.801882769153973"	"23"	"15602117"	"15602118"	"0.80303380450524"	"23"	"15602117"	"15602118"	"0.166478502605235"	"23"	"15602117"	"15602118"	"0.761902850513019"	"23"	"15602117"	"15602118"	"0.738788036042929"	"23"	"15602117"	"15602118"	"0.83182267274301"	"23"	"15602117"	"15602118"	"0.376932223738127"	"23"	"15602117"	"15602118"
"HNRNPA2B1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"HDAC4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"BIRC5"	"0.0111703517355777"	"17"	"78214409"	"78214410"	"0.0152422152070933"	"17"	"78214409"	"78214410"	"0.010827776677439"	"17"	"78214409"	"78214410"	"0.0125334040061369"	"17"	"78214409"	"78214410"	"0.0132819059060986"	"17"	"78214409"	"78214410"	"0.0135539139491731"	"17"	"78214409"	"78214410"	"0.011063790937947"	"17"	"78214409"	"78214410"	"0.0114757566256044"	"17"	"78214409"	"78214410"	"0.0138927859264971"	"17"	"78214409"	"78214410"	"0.0138832330497462"	"17"	"78214409"	"78214410"	"0.0129255243446514"	"17"	"78214409"	"78214410"	"0.0085422728975019"	"17"	"78214409"	"78214410"
"CCNC"	"0.0167120656611214"	"6"	"99568481"	"99568482"	"0.0372698316519209"	"6"	"99568481"	"99568482"	"0.00803591334504228"	"6"	"99568481"	"99568482"	"0.0151159484746803"	"6"	"99568481"	"99568482"	"0.0141118775889839"	"6"	"99568481"	"99568482"	"0.0172664791392999"	"6"	"99568481"	"99568482"	"0.0160624601258706"	"6"	"99568481"	"99568482"	"0.016611248288321"	"6"	"99568481"	"99568482"	"0.0168342393674244"	"6"	"99568481"	"99568482"	"0.0191664641686672"	"6"	"99568481"	"99568482"	"0.0141781326430027"	"6"	"99568481"	"99568482"	"0.0175692134322049"	"6"	"99568481"	"99568482"
"CAV1"	"0.0349824034939067"	"7"	"116525887"	"116525888"	"0.0537775909889639"	"7"	"116525887"	"116525888"	"0.0192411330783855"	"7"	"116525887"	"116525888"	"0.0234840819247913"	"7"	"116525887"	"116525888"	"0.040993855279546"	"7"	"116525887"	"116525888"	"0.0324569354591589"	"7"	"116525887"	"116525888"	"0.0218704636161249"	"7"	"116525887"	"116525888"	"0.0234151585962612"	"7"	"116525887"	"116525888"	"0.125907789520911"	"7"	"116525887"	"116525888"	"0.0474538600715933"	"7"	"116525887"	"116525888"	"0.0316949330478023"	"7"	"116525887"	"116525888"	"0.0501613159312605"	"7"	"116525887"	"116525888"
"PIK3R1"	"0.81944751598305"	"5"	"68226704"	"68226705"	"0.936647449726493"	"5"	"68226704"	"68226705"	"0.958819304761284"	"5"	"68226704"	"68226705"	"0.95657111601804"	"5"	"68226704"	"68226705"	"0.949554697578859"	"5"	"68226704"	"68226705"	"0.950090625284442"	"5"	"68226704"	"68226705"	"0.956782137886214"	"5"	"68226704"	"68226705"	"0.938598612636609"	"5"	"68226704"	"68226705"	"0.943891676056505"	"5"	"68226704"	"68226705"	"0.9505259028864"	"5"	"68226704"	"68226705"	"0.945799170014747"	"5"	"68226704"	"68226705"	"0.930008483622206"	"5"	"68226704"	"68226705"
"MAPK6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"RAC1"	"0.0109516304725393"	"7"	"6374246"	"6374247"	"0.0185838170857488"	"7"	"6374246"	"6374247"	"0.00662003804833139"	"7"	"6374246"	"6374247"	"0.0124534880578913"	"7"	"6374246"	"6374247"	"0.0122969992174377"	"7"	"6374246"	"6374247"	"0.00978039628185986"	"7"	"6374246"	"6374247"	"0.00859223117735644"	"7"	"6374246"	"6374247"	"0.00887931209312456"	"7"	"6374246"	"6374247"	"0.0188256143642933"	"7"	"6374246"	"6374247"	"0.0111170528983963"	"7"	"6374246"	"6374247"	"0.00963176560407656"	"7"	"6374246"	"6374247"	"0.00871960065177881"	"7"	"6374246"	"6374247"
"STAR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"DUSP7"	"0.0100011696767307"	"3"	"52056126"	"52056127"	"0.0113791496949588"	"3"	"52056126"	"52056127"	"0.00449852645345429"	"3"	"52056126"	"52056127"	"0.00820176772896839"	"3"	"52056126"	"52056127"	"0.0106907437037049"	"3"	"52056126"	"52056127"	"0.0207470738044966"	"3"	"52056126"	"52056127"	"0.0109606780298624"	"3"	"52056126"	"52056127"	"0.0108700440232228"	"3"	"52056126"	"52056127"	"0.0162732320376946"	"3"	"52056126"	"52056127"	"0.0116147423566142"	"3"	"52056126"	"52056127"	"0.0110995103110653"	"3"	"52056126"	"52056127"	"0.0088276638750456"	"3"	"52056126"	"52056127"
"FOXF1"	"0.502064156370713"	"16"	"86510733"	"86510734"	"0.0225634128920674"	"16"	"86510733"	"86510734"	"0.0307695450348341"	"16"	"86510733"	"86510734"	"0.0202063619640956"	"16"	"86510733"	"86510734"	"0.384650381831966"	"16"	"86510733"	"86510734"	"0.0246052530211364"	"16"	"86510733"	"86510734"	"0.0868365600810295"	"16"	"86510733"	"86510734"	"0.767365221931518"	"16"	"86510733"	"86510734"	"0.482731696169755"	"16"	"86510733"	"86510734"	"0.0154622486435725"	"16"	"86510733"	"86510734"	"0.0136627266131333"	"16"	"86510733"	"86510734"	"0.80533779584921"	"16"	"86510733"	"86510734"
"PDK1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"ATG7"	"0.956420425369065"	"3"	"11298803"	"11298804"	"0.948793255634115"	"3"	"11298803"	"11298804"	"0.97738566778424"	"3"	"11298803"	"11298804"	"0.959076077397354"	"3"	"11298803"	"11298804"	"0.912064271302492"	"3"	"11298803"	"11298804"	"0.962325113186053"	"3"	"11298803"	"11298804"	"0.949404561946072"	"3"	"11298803"	"11298804"	"0.968865770684866"	"3"	"11298803"	"11298804"	"0.95787068555036"	"3"	"11298803"	"11298804"	"0.960678172027447"	"3"	"11298803"	"11298804"	"0.963389559449401"	"3"	"11298803"	"11298804"	"0.96170776315421"	"3"	"11298803"	"11298804"
"FAIM2"	"0.743605801095157"	"12"	"49903798"	"49903799"	"0.0602326853166123"	"12"	"49903798"	"49903799"	"0.943722024555546"	"12"	"49903798"	"49903799"	"0.721833140268947"	"12"	"49903798"	"49903799"	"0.808190544927337"	"12"	"49903798"	"49903799"	"0.145923462013839"	"12"	"49903798"	"49903799"	"0.253397751446627"	"12"	"49903798"	"49903799"	"0.0972460688006905"	"12"	"49903798"	"49903799"	"0.706334058654594"	"12"	"49903798"	"49903799"	"0.624175378135222"	"12"	"49903798"	"49903799"	"0.0309058471539789"	"12"	"49903798"	"49903799"	"0.901694396872173"	"12"	"49903798"	"49903799"
"TYMS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
